Input.image_url,Answer.mood.label
0073B.jpg,Excited
0073B.jpg,Calm
0074B.jpg,Happy
0074B.jpg,Happy
0075B.jpg,Excited
0075B.jpg,Excited
0076B.jpg,Calm
0076B.jpg,Calm
0077B.jpg,Apathetic
0077B.jpg,Sad
0078B.jpg,Calm
0078B.jpg,Excited
0079B.jpg,Calm
0079B.jpg,Calm
0080B.jpg,Apathetic
0080B.jpg,Sad
0081B.jpg,Calm
0081B.jpg,Calm
0082B.jpg,Calm
0082B.jpg,Happy
0083B.jpg,Calm
0083B.jpg,Calm
0084B.jpg,Calm
0084B.jpg,Calm
0085B.jpg,Happy
0085B.jpg,Happy
0086B.jpg,Angry
0086B.jpg,Angry
0087B.jpg,Happy
0087B.jpg,Calm
0088B.jpg,Happy
0088B.jpg,Apathetic
0089B.jpg,Calm
0089B.jpg,Calm
0090B.jpg,Happy
0090B.jpg,Happy
0091B.jpg,Angry
0091B.jpg,Angry
0092B.jpg,Apathetic
0092B.jpg,Sad
0093B.jpg,Calm
0093B.jpg,Calm
0094B.jpg,Calm
0094B.jpg,Calm
0095B.jpg,Calm
0095B.jpg,Apathetic
0096B.jpg,Happy
0096B.jpg,Calm
0097B.jpg,Sad
0097B.jpg,Calm
0098B.jpg,Happy
0098B.jpg,Excited
0099B.jpg,Sad
0099B.jpg,None of the Above
0100B.jpg,Happy
0100B.jpg,Calm
0101B.jpg,Happy
0101B.jpg,Excited
0102B.jpg,Sad
0102B.jpg,Apathetic
0103B.jpg,Calm
0103B.jpg,Happy
0104B.jpg,Calm
0104B.jpg,Calm
0105B.jpg,Calm
0105B.jpg,Happy
0106B.jpg,Calm
0106B.jpg,Calm
0107B.jpg,Calm
0107B.jpg,Happy
0108B.jpg,Calm
0108B.jpg,Happy
0109B.jpg,Sad
0109B.jpg,Sad
0110B.jpg,Calm
0110B.jpg,Calm
0111B.jpg,Happy
0111B.jpg,Happy
0112B.jpg,Calm
0112B.jpg,Calm
0113B.jpg,Calm
0113B.jpg,Angry
0114B.jpg,Calm
0114B.jpg,Calm
0115B.jpg,Happy
0115B.jpg,Happy
0116B.jpg,Excited
0116B.jpg,Calm
0117B.jpg,Calm
0117B.jpg,Apathetic
0118B.jpg,Happy
0118B.jpg,Happy
0119B.jpg,Apathetic
0119B.jpg,Calm
0120B.jpg,Happy
0120B.jpg,Calm
0121B.jpg,Happy
0121B.jpg,None of the Above
0122B.jpg,Happy
0122B.jpg,Apathetic
0123B.jpg,Happy
0123B.jpg,Happy
0124B.jpg,Happy
0124B.jpg,Calm
0125B.jpg,Happy
0125B.jpg,Happy
0126B.jpg,Calm
0126B.jpg,None of the Above
0127B.jpg,Happy
0127B.jpg,Happy
0128B.jpg,Sad
0128B.jpg,Sad
0129B.jpg,Happy
0129B.jpg,Happy
0130B.jpg,Excited
0130B.jpg,Calm
0131B.jpg,Happy
0131B.jpg,Happy
0132B.jpg,Calm
0132B.jpg,Calm
0133B.jpg,Calm
0133B.jpg,Calm
0134B.jpg,Calm
0134B.jpg,Excited
0135B.jpg,Excited
0135B.jpg,Calm
0136B.jpg,Calm
0136B.jpg,Calm
0137B.jpg,Calm
0137B.jpg,Calm
0138B.jpg,Calm
0138B.jpg,Apathetic
0139B.jpg,Calm
0139B.jpg,None of the Above
0140B.jpg,Angry
0140B.jpg,Angry
0141B.jpg,Sad
0141B.jpg,Sad
0142B.jpg,Calm
0142B.jpg,Excited
0143B.jpg,Angry
0143B.jpg,Sad
0144B.jpg,Excited
0144B.jpg,Calm
0145B.jpg,Calm
0145B.jpg,Calm
0146B.jpg,Excited
0146B.jpg,Excited
0147B.jpg,Calm
0147B.jpg,Apathetic
0148B.jpg,Sad
0148B.jpg,Apathetic
0149B.jpg,Happy
0149B.jpg,Happy
0150B.jpg,Calm
0150B.jpg,Calm
0151B.jpg,Calm
0151B.jpg,Calm
0152B.jpg,Apathetic
0152B.jpg,Calm
0153B.jpg,Happy
0153B.jpg,Happy
0154B.jpg,None of the Above
0154B.jpg,Excited
0155B.jpg,Calm
0155B.jpg,Apathetic
0156B.jpg,Calm
0156B.jpg,Calm
0157B.jpg,Happy
0157B.jpg,Happy
0158B.jpg,Calm
0158B.jpg,Calm
0159B.jpg,Calm
0159B.jpg,Calm
0160B.jpg,Happy
0160B.jpg,Happy
0161B.jpg,Calm
0161B.jpg,None of the Above
0162B.jpg,Calm
0162B.jpg,Calm
0163B.jpg,Apathetic
0163B.jpg,Calm
0164B.jpg,Apathetic
0164B.jpg,Sad
0165B.jpg,Happy
0165B.jpg,Calm
0166B.jpg,Sad
0166B.jpg,Sad
0167B.jpg,Calm
0167B.jpg,Calm
0168B.jpg,Calm
0168B.jpg,Calm
0169B.jpg,Calm
0169B.jpg,Excited
0170B.jpg,Calm
0170B.jpg,Calm
0171B.jpg,Calm
0171B.jpg,Happy
0172B.jpg,Excited
0172B.jpg,Calm
0173B.jpg,Excited
0173B.jpg,Sad
0174B.jpg,Excited
0174B.jpg,Sad
0175B.jpg,Calm
0175B.jpg,Calm
0176B.jpg,Calm
0176B.jpg,Calm
0177B.jpg,Angry
0177B.jpg,Angry
0178B.jpg,Calm
0178B.jpg,Excited
0179B.jpg,Calm
0179B.jpg,Happy
0180B.jpg,Calm
0180B.jpg,Excited
0181B.jpg,Sad
0181B.jpg,Excited
0182B.jpg,Calm
0182B.jpg,Calm
0183B.jpg,Apathetic
0183B.jpg,None of the Above
0184B.jpg,Calm
0184B.jpg,Calm
0185B.jpg,Apathetic
0185B.jpg,Sad
0186B.jpg,Apathetic
0186B.jpg,Calm
0187B.jpg,Calm
0187B.jpg,Sad
0188B.jpg,Sad
0188B.jpg,Happy
0189B.jpg,Happy
0189B.jpg,Calm
0190B.jpg,Apathetic
0190B.jpg,Excited
0191B.jpg,Calm
0191B.jpg,Sad
0192B.jpg,Calm
0192B.jpg,Calm
0193B.jpg,Sad
0193B.jpg,Calm
0194B.jpg,Sad
0194B.jpg,Sad
0195B.jpg,None of the Above
0195B.jpg,Apathetic
0196B.jpg,Apathetic
0196B.jpg,Calm
0197B.jpg,Sad
0197B.jpg,None of the Above
0198B.jpg,Calm
0198B.jpg,Calm
0199B.jpg,Calm
0199B.jpg,Calm
0200B.jpg,Calm
0200B.jpg,Calm
0201B.jpg,Calm
0201B.jpg,Excited
0202B.jpg,Calm
0202B.jpg,Calm
0203B.jpg,Calm
0203B.jpg,Happy
0204B.jpg,Happy
0204B.jpg,Calm
0205B.jpg,Calm
0205B.jpg,Calm
0206B.jpg,Calm
0206B.jpg,Happy
0207B.jpg,Happy
0207B.jpg,Happy
0208B.jpg,Excited
0208B.jpg,Excited
0209B.jpg,Calm
0209B.jpg,Excited
0210B.jpg,Happy
0210B.jpg,Calm
0211B.jpg,Calm
0211B.jpg,Calm
0212B.jpg,Excited
0212B.jpg,Apathetic
0213B.jpg,Calm
0213B.jpg,Calm
0214B.jpg,Sad
0214B.jpg,Apathetic
0215B.jpg,Apathetic
0215B.jpg,Excited
0216B.jpg,Calm
0216B.jpg,Excited
0217B.jpg,Apathetic
0217B.jpg,Apathetic
0218B.jpg,Calm
0218B.jpg,Calm
0219B.jpg,Calm
0219B.jpg,Calm
0220B.jpg,Calm
0220B.jpg,Calm
0221B.jpg,Apathetic
0221B.jpg,Apathetic
0222B.jpg,None of the Above
0222B.jpg,Happy
0223B.jpg,Calm
0223B.jpg,Excited
0224B.jpg,None of the Above
0224B.jpg,None of the Above
0225B.jpg,Sad
0225B.jpg,Angry
0226B.jpg,Calm
0226B.jpg,Calm
0227B.jpg,Happy
0227B.jpg,Happy
0228B.jpg,Apathetic
0228B.jpg,Happy
0229B.jpg,Sad
0229B.jpg,Angry
0230B.jpg,Calm
0230B.jpg,Calm
0231B.jpg,Angry
0231B.jpg,Calm
0232B.jpg,Happy
0232B.jpg,None of the Above
0233B.jpg,Sad
0233B.jpg,Apathetic
0234B.jpg,Calm
0234B.jpg,Calm
0235B.jpg,Sad
0235B.jpg,Sad
0236B.jpg,Happy
0236B.jpg,Sad
0237B.jpg,Calm
0237B.jpg,Calm
0238B.jpg,Calm
0238B.jpg,Calm
0239B.jpg,Calm
0239B.jpg,Calm
0240B.jpg,Apathetic
0240B.jpg,Excited
0241B.jpg,Apathetic
0241B.jpg,Calm
0242B.jpg,Happy
0242B.jpg,Apathetic
0243B.jpg,Calm
0243B.jpg,Calm
0244B.jpg,Sad
0244B.jpg,Happy
0245B.jpg,Happy
0245B.jpg,Happy
0246B.jpg,Calm
0246B.jpg,Happy
0247B.jpg,Sad
0247B.jpg,Sad
0248B.jpg,Calm
0248B.jpg,Apathetic
0249B.jpg,Happy
0249B.jpg,Calm
0250B.jpg,Happy
0250B.jpg,Calm
0251B.jpg,Apathetic
0251B.jpg,Apathetic
0252B.jpg,Apathetic
0252B.jpg,Happy
0253B.jpg,Calm
0253B.jpg,None of the Above
0254B.jpg,Happy
0254B.jpg,Apathetic
0255B.jpg,Calm
0255B.jpg,Calm
0256B.jpg,Excited
0256B.jpg,Excited
0257B.jpg,Happy
0257B.jpg,Happy
0258B.jpg,Calm
0258B.jpg,Calm
0259B.jpg,None of the Above
0259B.jpg,Calm
0260B.jpg,Apathetic
0260B.jpg,Apathetic
0261B.jpg,Calm
0261B.jpg,None of the Above
0262B.jpg,Apathetic
0262B.jpg,Sad
0263B.jpg,Happy
0263B.jpg,Calm
0264B.jpg,Sad
0264B.jpg,Calm
0265B.jpg,Calm
0265B.jpg,Calm
0266B.jpg,Calm
0266B.jpg,Excited
0267B.jpg,Calm
0267B.jpg,Calm
0268B.jpg,Calm
0268B.jpg,Sad
0269B.jpg,Apathetic
0269B.jpg,Apathetic
0270B.jpg,Calm
0270B.jpg,Calm
0271B.jpg,Happy
0271B.jpg,Excited
0272B.jpg,Calm
0272B.jpg,Calm
0273B.jpg,Happy
0273B.jpg,Happy
0274B.jpg,Calm
0274B.jpg,Apathetic
0275B.jpg,Calm
0275B.jpg,Excited
0276B.jpg,Happy
0276B.jpg,Calm
0277B.jpg,Happy
0277B.jpg,Happy
0278B.jpg,Sad
0278B.jpg,Sad
0279B.jpg,Calm
0279B.jpg,Calm
0280B.jpg,Happy
0280B.jpg,Happy
0281B.jpg,Happy
0281B.jpg,Happy
0282B.jpg,Calm
0282B.jpg,Calm
0283B.jpg,Sad
0283B.jpg,Sad
0284B.jpg,Happy
0284B.jpg,Happy
0285B.jpg,Happy
0285B.jpg,Happy
0286B.jpg,Apathetic
0286B.jpg,Excited
0287B.jpg,Calm
0287B.jpg,Excited
0288B.jpg,Happy
0288B.jpg,Happy
0289B.jpg,Excited
0289B.jpg,Happy
0290B.jpg,Sad
0290B.jpg,Sad
0291B.jpg,Sad
0291B.jpg,Sad
0292B.jpg,Calm
0292B.jpg,Calm
0293B.jpg,Sad
0293B.jpg,Apathetic
0294B.jpg,Happy
0294B.jpg,Happy
0296B.jpg,Sad
0296B.jpg,None of the Above
0297B.jpg,Calm
0297B.jpg,Calm
0298B.jpg,Happy
0298B.jpg,Happy
0299B.jpg,Calm
0299B.jpg,Calm
0300B.jpg,Calm
0300B.jpg,Calm
0301B.jpg,Excited
0301B.jpg,Happy
0302B.jpg,Calm
0302B.jpg,Calm
0303B.jpg,Happy
0303B.jpg,Happy
0304B.jpg,Calm
0304B.jpg,Calm
0305B.jpg,Excited
0305B.jpg,Apathetic
0306B.jpg,Calm
0306B.jpg,Calm
0307B.jpg,Happy
0307B.jpg,Happy
0308B.jpg,Calm
0308B.jpg,Calm
0309B.jpg,Calm
0309B.jpg,Angry
0310B.jpg,Calm
0310B.jpg,Calm
0311B.jpg,Calm
0311B.jpg,Calm
0312B.jpg,Calm
0312B.jpg,Calm
0313B.jpg,Calm
0313B.jpg,Excited
0314B.jpg,Angry
0314B.jpg,Angry
0315B.jpg,Happy
0315B.jpg,Calm
0316B.jpg,Angry
0316B.jpg,Calm
0317B.jpg,Happy
0317B.jpg,Happy
0318B.jpg,Calm
0318B.jpg,Calm
0319B.jpg,None of the Above
0319B.jpg,Happy
0320B.jpg,Calm
0320B.jpg,Calm
0321B.jpg,Calm
0321B.jpg,Calm
0322B.jpg,Calm
0322B.jpg,Apathetic
0323B.jpg,Calm
0323B.jpg,Apathetic
0324B.jpg,Calm
0324B.jpg,None of the Above
0325B.jpg,Apathetic
0325B.jpg,Sad
0326B.jpg,Happy
0326B.jpg,Calm
0327B.jpg,Happy
0327B.jpg,Happy
0328B.jpg,Happy
0328B.jpg,Happy
0329B.jpg,Calm
0329B.jpg,Calm
0330B.jpg,Happy
0330B.jpg,Happy
0331B.jpg,Calm
0331B.jpg,Calm
0332B.jpg,Happy
0332B.jpg,Happy
0333B.jpg,Happy
0333B.jpg,Happy
0334B.jpg,Calm
0334B.jpg,None of the Above
0335B.jpg,Sad
0335B.jpg,Apathetic
0336B.jpg,Excited
0336B.jpg,Happy
0337B.jpg,Calm
0337B.jpg,Calm
0338B.jpg,Happy
0338B.jpg,Happy
0339B.jpg,Calm
0339B.jpg,Sad
0340B.jpg,Calm
0340B.jpg,Calm
0341B.jpg,Happy
0341B.jpg,Happy
0342B.jpg,Calm
0342B.jpg,Calm
0343B.jpg,Calm
0343B.jpg,Calm
0344B.jpg,Sad
0344B.jpg,Sad
0345B.jpg,Sad
0345B.jpg,Calm
0346B.jpg,None of the Above
0346B.jpg,Excited
0347B.jpg,Happy
0347B.jpg,Excited
0348B.jpg,Excited
0348B.jpg,Sad
0349B.jpg,Sad
0349B.jpg,Excited
0350B.jpg,Calm
0350B.jpg,Excited
0351B.jpg,Excited
0351B.jpg,Excited
0352B.jpg,Calm
0352B.jpg,Apathetic
0353B.jpg,Calm
0353B.jpg,Calm
0354B.jpg,Calm
0354B.jpg,Calm
0355B.jpg,Sad
0355B.jpg,Apathetic
0356B.jpg,Happy
0356B.jpg,Happy
0357B.jpg,Calm
0357B.jpg,Calm
0358B.jpg,Happy
0358B.jpg,Excited
0359B.jpg,Calm
0359B.jpg,Excited
0360B.jpg,Calm
0360B.jpg,Happy
0361B.jpg,Apathetic
0361B.jpg,Apathetic
0362B.jpg,Happy
0362B.jpg,Happy
0363B.jpg,Sad
0363B.jpg,Apathetic
0364B.jpg,Calm
0364B.jpg,Happy
0365B.jpg,Happy
0365B.jpg,Excited
0366B.jpg,Sad
0366B.jpg,Sad
0367B.jpg,Calm
0367B.jpg,Apathetic
0368B.jpg,Happy
0368B.jpg,Calm
0369B.jpg,Sad
0369B.jpg,Calm
0370B.jpg,Calm
0370B.jpg,Calm
0371B.jpg,Calm
0371B.jpg,Calm
0372B.jpg,Calm
0372B.jpg,Apathetic
0373B.jpg,Calm
0373B.jpg,None of the Above
0374B.jpg,Calm
0374B.jpg,Apathetic
0375B.jpg,Excited
0375B.jpg,Happy
0376B.jpg,Apathetic
0376B.jpg,Apathetic
0377B.jpg,Happy
0377B.jpg,Happy
0378B.jpg,Happy
0378B.jpg,Calm
0379B.jpg,Happy
0379B.jpg,Calm
0380B.jpg,Calm
0380B.jpg,Apathetic
0381B.jpg,Calm
0381B.jpg,None of the Above
0382B.jpg,Apathetic
0382B.jpg,Apathetic
0383B.jpg,Apathetic
0383B.jpg,Apathetic
0384B.jpg,Calm
0384B.jpg,Calm
0385B.jpg,Apathetic
0385B.jpg,Happy
0386B.jpg,Apathetic
0386B.jpg,Happy
0387B.jpg,Excited
0387B.jpg,Excited
0388B.jpg,Calm
0388B.jpg,Excited
0389B.jpg,Calm
0389B.jpg,Excited
0390B.jpg,Apathetic
0390B.jpg,Angry
0391B.jpg,Apathetic
0391B.jpg,Angry
0392B.jpg,Apathetic
0392B.jpg,Calm
0393B.jpg,Calm
0393B.jpg,Apathetic
0394B.jpg,Calm
0394B.jpg,Calm
0395B.jpg,Happy
0395B.jpg,Happy
0396B.jpg,Calm
0396B.jpg,Apathetic
0397B.jpg,Happy
0397B.jpg,Happy
0398B.jpg,Calm
0398B.jpg,Calm
0399B.jpg,Happy
0399B.jpg,Happy
0400B.jpg,Sad
0400B.jpg,Sad
0401B.jpg,Calm
0401B.jpg,Sad
0402B.jpg,Calm
0402B.jpg,Apathetic
0403B.jpg,Happy
0403B.jpg,Calm
0404B.jpg,Sad
0404B.jpg,Sad
0405B.jpg,Calm
0405B.jpg,Sad
0406B.jpg,Excited
0406B.jpg,Calm
0407B.jpg,None of the Above
0407B.jpg,Apathetic
0408B.jpg,Angry
0408B.jpg,Happy
0409B.jpg,Calm
0409B.jpg,Excited
0410B.jpg,Excited
0410B.jpg,Sad
0411B.jpg,Excited
0411B.jpg,Calm
0412B.jpg,Calm
0412B.jpg,Happy
0413B.jpg,Apathetic
0413B.jpg,Calm
0414B.jpg,Happy
0414B.jpg,Calm
0415B.jpg,Calm
0415B.jpg,Calm
0416B.jpg,Happy
0416B.jpg,Happy
0417B.jpg,Calm
0417B.jpg,Angry
0418B.jpg,Happy
0418B.jpg,Calm
0419B.jpg,Calm
0419B.jpg,Apathetic
0420B.jpg,Calm
0420B.jpg,Sad
0421B.jpg,Sad
0421B.jpg,Sad
0422B.jpg,Excited
0422B.jpg,Apathetic
0423B.jpg,Apathetic
0423B.jpg,Calm
0424B.jpg,Happy
0424B.jpg,Happy
0425B.jpg,Calm
0425B.jpg,Calm
0426B.jpg,Calm
0426B.jpg,Calm
0427B.jpg,Excited
0427B.jpg,Happy
0428B.jpg,Happy
0428B.jpg,Excited
0429B.jpg,Happy
0429B.jpg,Happy
0430B.jpg,Calm
0430B.jpg,Calm
0431B.jpg,Happy
0431B.jpg,Happy
0432B.jpg,Excited
0432B.jpg,Calm
0433B.jpg,Calm
0433B.jpg,Calm
0434B.jpg,Sad
0434B.jpg,Apathetic
0435B.jpg,Sad
0435B.jpg,Sad
0436B.jpg,Happy
0436B.jpg,Happy
0437B.jpg,Happy
0437B.jpg,Happy
0438B.jpg,Calm
0438B.jpg,Apathetic
0439B.jpg,Calm
0439B.jpg,Calm
0440B.jpg,Calm
0440B.jpg,Calm
0441B.jpg,Apathetic
0441B.jpg,Apathetic
0442B.jpg,Calm
0442B.jpg,Calm
0443B.jpg,Calm
0443B.jpg,Calm
0444B.jpg,None of the Above
0444B.jpg,Sad
0445B.jpg,Calm
0445B.jpg,Calm
0446B.jpg,None of the Above
0446B.jpg,Apathetic
0447B.jpg,Apathetic
0447B.jpg,Happy
0448B.jpg,Calm
0448B.jpg,Calm
0449B.jpg,Calm
0449B.jpg,Apathetic
0450B.jpg,Sad
0450B.jpg,Sad
0451B.jpg,Happy
0451B.jpg,Calm
0452B.jpg,Calm
0452B.jpg,Apathetic
0453B.jpg,Happy
0453B.jpg,Happy
0454B.jpg,Calm
0454B.jpg,Calm
0455B.jpg,Happy
0455B.jpg,Excited
0456B.jpg,None of the Above
0456B.jpg,Calm
0457B.jpg,Happy
0457B.jpg,Happy
0458B.jpg,Sad
0458B.jpg,Sad
0459B.jpg,Happy
0459B.jpg,Happy
0460B.jpg,Apathetic
0460B.jpg,Happy
0461B.jpg,Sad
0461B.jpg,None of the Above
0462B.jpg,Excited
0462B.jpg,Happy
0463B.jpg,None of the Above
0463B.jpg,Calm
0464B.jpg,Calm
0464B.jpg,Calm
0465B.jpg,Happy
0465B.jpg,Happy
0466B.jpg,Apathetic
0466B.jpg,Apathetic
0467B.jpg,Apathetic
0467B.jpg,Excited
0468B.jpg,Happy
0468B.jpg,Apathetic
0469B.jpg,Calm
0469B.jpg,Calm
0470B.jpg,Excited
0470B.jpg,Calm
0471B.jpg,Calm
0471B.jpg,Apathetic
0472B.jpg,Happy
0472B.jpg,Happy
0473B.jpg,Apathetic
0473B.jpg,Calm
0474B.jpg,Excited
0474B.jpg,Happy
0475B.jpg,Happy
0475B.jpg,Happy
0476B.jpg,Happy
0476B.jpg,Happy
0477B.jpg,Calm
0477B.jpg,Calm
0478B.jpg,Happy
0478B.jpg,Happy
0479B.jpg,Excited
0479B.jpg,Calm
0480B.jpg,Calm
0480B.jpg,Calm
0481B.jpg,Calm
0481B.jpg,Calm
0482B.jpg,Apathetic
0482B.jpg,Calm
0483B.jpg,Sad
0483B.jpg,Apathetic
0484B.jpg,Calm
0484B.jpg,Calm
0485B.jpg,Calm
0485B.jpg,Calm
0486B.jpg,Calm
0486B.jpg,Calm
0487B.jpg,Calm
0487B.jpg,Excited
0488B.jpg,Calm
0488B.jpg,Excited
0489B.jpg,Calm
0489B.jpg,Calm
0490B.jpg,Happy
0490B.jpg,Happy
0491B.jpg,Calm
0491B.jpg,Calm
0492B.jpg,Happy
0492B.jpg,Calm
0493B.jpg,Excited
0493B.jpg,Sad
0494B.jpg,Calm
0494B.jpg,Happy
0495B.jpg,Calm
0495B.jpg,Happy
0496B.jpg,Calm
0496B.jpg,Calm
0497B.jpg,Sad
0497B.jpg,Sad
0498B.jpg,None of the Above
0498B.jpg,Calm
0499B.jpg,Happy
0499B.jpg,Happy
0500B.jpg,Excited
0500B.jpg,Excited
0501B.jpg,Calm
0501B.jpg,Calm
0502B.jpg,Sad
0502B.jpg,Excited
0503B.jpg,Angry
0503B.jpg,Angry
0504B.jpg,Happy
0504B.jpg,Excited
0505B.jpg,Sad
0505B.jpg,Happy
0506B.jpg,Happy
0506B.jpg,Calm
0507B.jpg,Happy
0507B.jpg,Happy
0508B.jpg,Excited
0508B.jpg,None of the Above
0509B.jpg,Calm
0509B.jpg,Calm
0510B.jpg,Apathetic
0510B.jpg,Calm
0511B.jpg,Apathetic
0511B.jpg,Happy
0512B.jpg,Calm
0512B.jpg,Happy
0513B.jpg,Calm
0513B.jpg,Sad
0514B.jpg,Happy
0514B.jpg,Happy
0515B.jpg,Happy
0515B.jpg,Happy
0516B.jpg,Calm
0516B.jpg,Excited
0517B.jpg,Happy
0517B.jpg,Excited
0518B.jpg,Sad
0518B.jpg,Sad
0519B.jpg,Sad
0519B.jpg,Happy
0520B.jpg,Excited
0520B.jpg,None of the Above
0521B.jpg,Calm
0521B.jpg,Sad
0522B.jpg,Calm
0522B.jpg,Happy
0523B.jpg,None of the Above
0523B.jpg,Angry
0524B.jpg,Calm
0524B.jpg,Calm
0525B.jpg,Happy
0525B.jpg,Calm
0526B.jpg,Sad
0526B.jpg,None of the Above
0527B.jpg,Excited
0527B.jpg,Happy
0528B.jpg,Calm
0528B.jpg,Apathetic
0529B.jpg,Apathetic
0529B.jpg,Excited
0530B.jpg,Excited
0530B.jpg,Calm
0531B.jpg,Sad
0531B.jpg,Happy
0532B.jpg,Calm
0532B.jpg,Happy
0533B.jpg,Sad
0533B.jpg,Sad
0534B.jpg,Excited
0534B.jpg,None of the Above
0535B.jpg,Excited
0535B.jpg,Calm
0536B.jpg,Calm
0536B.jpg,Calm
0537B.jpg,Excited
0537B.jpg,Calm
0538B.jpg,Apathetic
0538B.jpg,Calm
0539B.jpg,Happy
0539B.jpg,Sad
0540B.jpg,Apathetic
0540B.jpg,Calm
0541B.jpg,Excited
0541B.jpg,Happy
0542B.jpg,Happy
0542B.jpg,Calm
0543B.jpg,Happy
0543B.jpg,Happy
0544B.jpg,Happy
0544B.jpg,Calm
0545B.jpg,Apathetic
0545B.jpg,Calm
0546B.jpg,Happy
0546B.jpg,Sad
0547B.jpg,Calm
0547B.jpg,Calm
0548B.jpg,Happy
0548B.jpg,Apathetic
0549B.jpg,Happy
0549B.jpg,Happy
0550B.jpg,Calm
0550B.jpg,Happy
0551B.jpg,Calm
0551B.jpg,Excited
0552B.jpg,Calm
0552B.jpg,Happy
0553B.jpg,Apathetic
0553B.jpg,Excited
0554B.jpg,Calm
0554B.jpg,Calm
0555B.jpg,Calm
0555B.jpg,Calm
0556B.jpg,Excited
0556B.jpg,Sad
0557B.jpg,Calm
0557B.jpg,Calm
0558B.jpg,Calm
0558B.jpg,Excited
0559B.jpg,Calm
0559B.jpg,Calm
0560B.jpg,Apathetic
0560B.jpg,Apathetic
0561B.jpg,Angry
0561B.jpg,Excited
0562B.jpg,Calm
0562B.jpg,Calm
0563B.jpg,Apathetic
0563B.jpg,Calm
0564B.jpg,Angry
0564B.jpg,Angry
0565B.jpg,Calm
0565B.jpg,Happy
0566B.jpg,Happy
0566B.jpg,Happy
0567B.jpg,None of the Above
0567B.jpg,Apathetic
0568B.jpg,Calm
0568B.jpg,Happy
0569B.jpg,Happy
0569B.jpg,Happy
