Input.image_url,Answer.setting.label
0284B.jpg,On the street
0285B.jpg,In the hallway
0285B.jpg,In the hallway
0286B.jpg,None of the Above
0286B.jpg,None of the Above
0287B.jpg,In the hallway
0287B.jpg,In the room
0288B.jpg,In the hallway
0288B.jpg,In the room
0289B.jpg,In the room
0289B.jpg,In the room
0290B.jpg,None of the Above
0290B.jpg,None of the Above
0291B.jpg,None of the Above
0291B.jpg,None of the Above
0292B.jpg,In the room
0292B.jpg,In the room
0293B.jpg,In the room
0293B.jpg,In the room
0294B.jpg,In the room
0294B.jpg,In the room
0296B.jpg,In the room
0296B.jpg,In the room
0297B.jpg,In the room
0297B.jpg,In the room
0298B.jpg,In the room
0298B.jpg,In the room
0299B.jpg,In the room
0299B.jpg,In the room
0300B.jpg,In the room
0300B.jpg,None of the Above
0301B.jpg,In the room
0301B.jpg,In the room
0302B.jpg,In the room
0302B.jpg,In the hallway
0303B.jpg,In the room
0303B.jpg,In the room
0304B.jpg,In the room
0304B.jpg,In the hallway
0305B.jpg,None of the Above
0305B.jpg,In the hallway
0306B.jpg,In the room
0306B.jpg,In the room
0307B.jpg,None of the Above
0307B.jpg,None of the Above
0308B.jpg,In the room
0308B.jpg,In the room
0309B.jpg,None of the Above
0309B.jpg,None of the Above
0310B.jpg,None of the Above
0310B.jpg,None of the Above
0311B.jpg,In the room
0311B.jpg,In the room
0312B.jpg,In the courtyard or a garden
0312B.jpg,In the hallway
0313B.jpg,In the room
0313B.jpg,In the room
0314B.jpg,In the room
0314B.jpg,In the hallway
0315B.jpg,At the river
0315B.jpg,At the river
0316B.jpg,In the room
0316B.jpg,In the room
0317B.jpg,In the courtyard or a garden
0317B.jpg,In the courtyard or a garden
0318B.jpg,On the street
0318B.jpg,In the room
0319B.jpg,In the room
0319B.jpg,In the hallway
0320B.jpg,In the room
0320B.jpg,In the hallway
0321B.jpg,In the room
0321B.jpg,In the room
0322B.jpg,None of the Above
0322B.jpg,In the hallway
0323B.jpg,In the room
0323B.jpg,In the hallway
0324B.jpg,In the room
0324B.jpg,In the hallway
0325B.jpg,In the park
0325B.jpg,At the river
0326B.jpg,In the hallway
0326B.jpg,None of the Above
0327B.jpg,In the room
0327B.jpg,None of the Above
0328B.jpg,In the courtyard or a garden
0328B.jpg,In the hallway
0329B.jpg,In the courtyard or a garden
0329B.jpg,In the courtyard or a garden
0330B.jpg,In the courtyard or a garden
0330B.jpg,In the hallway
0331B.jpg,In the room
0331B.jpg,In the room
0332B.jpg,In the room
0332B.jpg,In the room
0333B.jpg,In the room
0333B.jpg,In the room
0334B.jpg,In the room
0334B.jpg,None of the Above
0335B.jpg,In the courtyard or a garden
0335B.jpg,In the hallway
0336B.jpg,In the park
0336B.jpg,In the room
0337B.jpg,On the street
0337B.jpg,In the hallway
0338B.jpg,In the courtyard or a garden
0338B.jpg,In the courtyard or a garden
0339B.jpg,In the courtyard or a garden
0339B.jpg,In the hallway
0340B.jpg,In the room
0340B.jpg,In the room
0341B.jpg,In the courtyard or a garden
0341B.jpg,In the hallway
0342B.jpg,None of the Above
0342B.jpg,None of the Above
0343B.jpg,In the room
0343B.jpg,In the hallway
0344B.jpg,In the hallway
0344B.jpg,In front of a building
0345B.jpg,In the courtyard or a garden
0345B.jpg,In the room
0346B.jpg,In the room
0346B.jpg,In the room
0347B.jpg,In the room
0347B.jpg,In the room
0348B.jpg,In the courtyard or a garden
0348B.jpg,In the hallway
0349B.jpg,In the room
0349B.jpg,In the room
0350B.jpg,In the room
0350B.jpg,In the room
0351B.jpg,In the room
0351B.jpg,In the room
0352B.jpg,In the room
0352B.jpg,In the room
0353B.jpg,In the room
0353B.jpg,In the room
0354B.jpg,In the room
0354B.jpg,In the room
0355B.jpg,In the room
0355B.jpg,In the room
0356B.jpg,In the courtyard or a garden
0356B.jpg,In the courtyard or a garden
0357B.jpg,In the room
0357B.jpg,In the room
0358B.jpg,In the hallway
0358B.jpg,In the room
0359B.jpg,In the courtyard or a garden
0359B.jpg,In the room
0360B.jpg,In the room
0360B.jpg,In the room
0361B.jpg,In the room
0361B.jpg,In the room
0362B.jpg,In the room
0362B.jpg,None of the Above
0363B.jpg,In the room
0363B.jpg,In the room
0364B.jpg,In the hallway
0364B.jpg,None of the Above
0365B.jpg,In the courtyard or a garden
0365B.jpg,In the room
0366B.jpg,In the room
0366B.jpg,In the park
0367B.jpg,In the room
0367B.jpg,In the room
0368B.jpg,None of the Above
0368B.jpg,In the hallway
0369B.jpg,In the room
0369B.jpg,In the room
0370B.jpg,In the room
0370B.jpg,In the room
0371B.jpg,In the courtyard or a garden
0371B.jpg,In the hallway
0372B.jpg,In the room
0372B.jpg,In the room
0373B.jpg,In the room
0373B.jpg,In the room
0374B.jpg,In the room
0374B.jpg,In the room
0375B.jpg,In the room
0375B.jpg,In the room
0376B.jpg,In the courtyard or a garden
0376B.jpg,In the park
0377B.jpg,In the courtyard or a garden
0377B.jpg,In the courtyard or a garden
0378B.jpg,In the hallway
0378B.jpg,None of the Above
0379B.jpg,In the room
0379B.jpg,In the room
0380B.jpg,In the room
0380B.jpg,In the room
0381B.jpg,In the room
0381B.jpg,In the room
0382B.jpg,In the room
0382B.jpg,In the courtyard or a garden
0383B.jpg,In the room
0383B.jpg,In the room
0384B.jpg,In the room
0384B.jpg,In the room
0385B.jpg,In the room
0385B.jpg,In the room
0386B.jpg,In the hallway
0386B.jpg,In the room
0387B.jpg,None of the Above
0387B.jpg,None of the Above
0388B.jpg,In the courtyard or a garden
0388B.jpg,In the hallway
0389B.jpg,On the street
0389B.jpg,In the hallway
0390B.jpg,In the room
0390B.jpg,In the room
0391B.jpg,At the river
0391B.jpg,In the hallway
0392B.jpg,In the room
0392B.jpg,In the room
0393B.jpg,In the room
0393B.jpg,In the room
0394B.jpg,In the courtyard or a garden
0394B.jpg,In the courtyard or a garden
0395B.jpg,In the room
0395B.jpg,In the hallway
0396B.jpg,In the room
0396B.jpg,In the room
0397B.jpg,In the courtyard or a garden
0397B.jpg,In the hallway
0398B.jpg,On the street
0398B.jpg,In the hallway
0399B.jpg,None of the Above
0399B.jpg,None of the Above
0400B.jpg,In the room
0400B.jpg,In the room
0401B.jpg,In the room
0401B.jpg,In the room
0402B.jpg,In the room
0402B.jpg,In the park
0403B.jpg,In the room
0403B.jpg,In the room
0404B.jpg,In the room
0404B.jpg,In the hallway
0405B.jpg,In the hallway
0405B.jpg,In the courtyard or a garden
0406B.jpg,In the room
0406B.jpg,None of the Above
0407B.jpg,In the room
0407B.jpg,In the room
0408B.jpg,In the courtyard or a garden
0408B.jpg,None of the Above
0409B.jpg,In the room
0409B.jpg,In the room
0410B.jpg,In the room
0410B.jpg,In the hallway
0411B.jpg,None of the Above
0411B.jpg,In the hallway
0412B.jpg,In the room
0412B.jpg,In the room
0413B.jpg,In the room
0413B.jpg,In the room
0414B.jpg,In the room
0414B.jpg,In the room
0415B.jpg,In the room
0415B.jpg,In the hallway
0416B.jpg,In the room
0416B.jpg,In the room
0417B.jpg,In the room
0417B.jpg,In the room
0418B.jpg,In the room
0418B.jpg,In the room
0419B.jpg,In the courtyard or a garden
0419B.jpg,In the hallway
0420B.jpg,In the room
0420B.jpg,In the room
0421B.jpg,In the room
0421B.jpg,In the room
0422B.jpg,In the room
0422B.jpg,None of the Above
0423B.jpg,In the hallway
0423B.jpg,In the courtyard or a garden
0424B.jpg,In the courtyard or a garden
0424B.jpg,In the hallway
0425B.jpg,In the room
0425B.jpg,In the hallway
0426B.jpg,In the room
0426B.jpg,In the room
0427B.jpg,In the room
0427B.jpg,In the room
0428B.jpg,In the room
0428B.jpg,In the hallway
0429B.jpg,In the room
0429B.jpg,In the room
0430B.jpg,In the room
0430B.jpg,In the room
0431B.jpg,In the room
0431B.jpg,In the hallway
0432B.jpg,In the room
0432B.jpg,In the courtyard or a garden
0433B.jpg,In the courtyard or a garden
0433B.jpg,In the courtyard or a garden
0434B.jpg,In the hallway
0434B.jpg,In front of a building
0435B.jpg,In the park
0435B.jpg,In the room
0436B.jpg,In the room
0436B.jpg,In the room
0437B.jpg,In the room
0437B.jpg,In the room
0438B.jpg,In the hallway
0438B.jpg,In the room
0439B.jpg,In the room
0439B.jpg,In the room
0440B.jpg,In the room
0440B.jpg,None of the Above
0441B.jpg,None of the Above
0441B.jpg,In the room
0442B.jpg,In the room
0442B.jpg,On the street
0443B.jpg,None of the Above
0443B.jpg,In the room
0444B.jpg,In the room
0444B.jpg,In the room
0445B.jpg,In the room
0445B.jpg,In the room
0446B.jpg,In the room
0446B.jpg,In the room
0447B.jpg,In the room
0447B.jpg,In the room
0448B.jpg,In the room
0448B.jpg,None of the Above
0449B.jpg,In the room
0449B.jpg,In the room
0450B.jpg,In the room
0450B.jpg,In the room
0451B.jpg,In the room
0451B.jpg,In the room
0452B.jpg,In the room
0452B.jpg,In the room
0453B.jpg,None of the Above
0453B.jpg,In the hallway
0454B.jpg,In the hallway
0454B.jpg,In the courtyard or a garden
0455B.jpg,At the river
0455B.jpg,In the hallway
0456B.jpg,In the room
0456B.jpg,In the room
0457B.jpg,In the courtyard or a garden
0457B.jpg,In the hallway
0458B.jpg,In the room
0458B.jpg,In the room
0459B.jpg,In the courtyard or a garden
0459B.jpg,In the courtyard or a garden
0460B.jpg,At the river
0460B.jpg,At the river
0461B.jpg,In the courtyard or a garden
0461B.jpg,In the hallway
0462B.jpg,In the room
0462B.jpg,In the room
0463B.jpg,On the street
0463B.jpg,In the hallway
0464B.jpg,In the room
0464B.jpg,In the room
0465B.jpg,In the room
0465B.jpg,In the room
0466B.jpg,In the room
0466B.jpg,In the room
0467B.jpg,In the hallway
0467B.jpg,On the street
0468B.jpg,In the room
0468B.jpg,In the room
0469B.jpg,In the room
0469B.jpg,In the hallway
0470B.jpg,In the room
0470B.jpg,In the room
0471B.jpg,In the room
0471B.jpg,In the room
0472B.jpg,In the courtyard or a garden
0472B.jpg,In the hallway
0473B.jpg,In the courtyard or a garden
0473B.jpg,In the hallway
0474B.jpg,In the hallway
0474B.jpg,In the courtyard or a garden
0475B.jpg,In the room
0475B.jpg,In the hallway
0476B.jpg,In the room
0476B.jpg,In the room
0477B.jpg,In the courtyard or a garden
0477B.jpg,None of the Above
0478B.jpg,In the room
0478B.jpg,None of the Above
0479B.jpg,In the room
0479B.jpg,In the room
0480B.jpg,In the room
0480B.jpg,In the room
0481B.jpg,In the room
0481B.jpg,None of the Above
0482B.jpg,In the hallway
0482B.jpg,In the courtyard or a garden
0483B.jpg,In the room
0483B.jpg,In the room
0484B.jpg,In the courtyard or a garden
0484B.jpg,In the hallway
0485B.jpg,In the room
0485B.jpg,In the room
0486B.jpg,In the room
0486B.jpg,In the room
0487B.jpg,In the room
0487B.jpg,In the room
0488B.jpg,None of the Above
0488B.jpg,In the room
0489B.jpg,In the room
0489B.jpg,In the room
0490B.jpg,In the room
0490B.jpg,In the room
0491B.jpg,In the room
0491B.jpg,In the hallway
0492B.jpg,In the hallway
0492B.jpg,In the room
0493B.jpg,None of the Above
0493B.jpg,In the room
0494B.jpg,In the room
0494B.jpg,In the room
0495B.jpg,In the courtyard or a garden
0495B.jpg,In the hallway
0496B.jpg,In the room
0496B.jpg,In the room
0497B.jpg,In the room
0497B.jpg,At the river
0498B.jpg,In the room
0498B.jpg,In the room
0499B.jpg,In the room
0499B.jpg,In the room
0500B.jpg,In the park
0500B.jpg,In the room
0501B.jpg,In the room
0501B.jpg,In the room
0502B.jpg,In the cafe
0502B.jpg,In the cafe
0503B.jpg,In the room
0503B.jpg,None of the Above
0504B.jpg,In the room
0504B.jpg,In the room
0505B.jpg,In the room
0505B.jpg,In the room
0506B.jpg,In the courtyard or a garden
0506B.jpg,In the room
0507B.jpg,None of the Above
0507B.jpg,On the street
0508B.jpg,None of the Above
0508B.jpg,In the courtyard or a garden
0509B.jpg,On the street
0509B.jpg,In the room
0510B.jpg,In the room
0510B.jpg,None of the Above
0511B.jpg,In the room
0511B.jpg,In the hallway
0512B.jpg,In the hallway
0512B.jpg,In the room
0513B.jpg,On the street
0513B.jpg,In the hallway
0514B.jpg,In the room
0514B.jpg,In the room
0515B.jpg,In the hallway
0515B.jpg,In the room
0516B.jpg,In the room
0516B.jpg,In the room
0517B.jpg,In the courtyard or a garden
0517B.jpg,In the hallway
0518B.jpg,None of the Above
0518B.jpg,In the room
0519B.jpg,In the room
0519B.jpg,In the room
0520B.jpg,In front of a building
0520B.jpg,In the hallway
0521B.jpg,In the room
0521B.jpg,In the hallway
0522B.jpg,In the room
0522B.jpg,On the street
0523B.jpg,In the room
0523B.jpg,In the room
0524B.jpg,In the room
0524B.jpg,In the hallway
0525B.jpg,In the hallway
0525B.jpg,In the room
0526B.jpg,In the room
0526B.jpg,In the room
0527B.jpg,In the hallway
0527B.jpg,At the river
0528B.jpg,None of the Above
0528B.jpg,In the hallway
0529B.jpg,In the room
0529B.jpg,In the room
0530B.jpg,In the room
0530B.jpg,In the hallway
0531B.jpg,In the room
0531B.jpg,In the room
0532B.jpg,In the hallway
0532B.jpg,On the street
0533B.jpg,In the room
0533B.jpg,In the room
0534B.jpg,In the room
