Input.image_url,Answer.weather.label
0229B.jpg,None of the Above
0229B.jpg,Stormy
0230B.jpg,None of the Above
0230B.jpg,Sunny
0231B.jpg,None of the Above
0231B.jpg,None of the Above
0232B.jpg,Rainy
0232B.jpg,Rainy
0233B.jpg,Rainy
0233B.jpg,Rainy
0234B.jpg,Sunny
0234B.jpg,Sunny
0235B.jpg,Sunny
0235B.jpg,Sunny
0236B.jpg,Sunny
0236B.jpg,Sunny
0237B.jpg,None of the Above
0237B.jpg,Rainy
0238B.jpg,Sunny
0238B.jpg,Cloudy
0239B.jpg,Sunny
0239B.jpg,Stormy
0240B.jpg,Sunny
0240B.jpg,None of the Above
0241B.jpg,Sunny
0241B.jpg,None of the Above
0242B.jpg,None of the Above
0242B.jpg,None of the Above
0243B.jpg,None of the Above
0243B.jpg,Cold
0244B.jpg,Sunny
0244B.jpg,Windy
0245B.jpg,None of the Above
0245B.jpg,Windy
0246B.jpg,Cloudy
0246B.jpg,Cloudy
0247B.jpg,None of the Above
0247B.jpg,Stormy
0248B.jpg,None of the Above
0248B.jpg,Foggy
0249B.jpg,Cloudy
0249B.jpg,None of the Above
0250B.jpg,None of the Above
0250B.jpg,Sunny
0251B.jpg,None of the Above
0251B.jpg,None of the Above
0252B.jpg,None of the Above
0252B.jpg,None of the Above
0253B.jpg,None of the Above
0253B.jpg,None of the Above
0254B.jpg,None of the Above
0254B.jpg,None of the Above
0255B.jpg,Sunny
0255B.jpg,Hot
0256B.jpg,Sunny
0256B.jpg,Sunny
0257B.jpg,Sunny
0257B.jpg,Sunny
0258B.jpg,None of the Above
0258B.jpg,None of the Above
0259B.jpg,Sunny
0259B.jpg,None of the Above
0260B.jpg,None of the Above
0260B.jpg,Cloudy
0261B.jpg,Rainy
0261B.jpg,None of the Above
0262B.jpg,Cloudy
0262B.jpg,None of the Above
0263B.jpg,Sunny
0263B.jpg,Sunny
0264B.jpg,Cloudy
0264B.jpg,None of the Above
0265B.jpg,None of the Above
0265B.jpg,Sunny
0266B.jpg,None of the Above
0266B.jpg,None of the Above
0267B.jpg,Hot
0267B.jpg,Hot
0268B.jpg,Hot
0268B.jpg,Sunny
0269B.jpg,Hot
0269B.jpg,Cloudy
0270B.jpg,Sunny
0270B.jpg,Cloudy
0271B.jpg,None of the Above
0271B.jpg,None of the Above
0272B.jpg,None of the Above
0272B.jpg,None of the Above
0273B.jpg,None of the Above
0273B.jpg,Hot
0274B.jpg,None of the Above
0274B.jpg,Cloudy
0275B.jpg,None of the Above
0275B.jpg,Sunny
0276B.jpg,None of the Above
0276B.jpg,Rainy
0277B.jpg,None of the Above
0277B.jpg,None of the Above
0278B.jpg,None of the Above
0278B.jpg,Stormy
0279B.jpg,Sunny
0279B.jpg,None of the Above
0280B.jpg,None of the Above
0280B.jpg,Sunny
0281B.jpg,Sunny
0281B.jpg,Sunny
0282B.jpg,Stormy
0282B.jpg,Cloudy
0283B.jpg,Rainy
0283B.jpg,None of the Above
0284B.jpg,Cold
0284B.jpg,Foggy
0285B.jpg,Sunny
0285B.jpg,Sunny
0286B.jpg,None of the Above
0286B.jpg,None of the Above
0287B.jpg,Sunny
0287B.jpg,Sunny
0288B.jpg,Hot
0288B.jpg,None of the Above
0289B.jpg,None of the Above
0289B.jpg,Sunny
0290B.jpg,None of the Above
0290B.jpg,Rainy
0291B.jpg,None of the Above
0291B.jpg,None of the Above
0292B.jpg,None of the Above
0292B.jpg,None of the Above
0293B.jpg,None of the Above
0293B.jpg,None of the Above
0294B.jpg,Cloudy
0294B.jpg,None of the Above
0296B.jpg,Rainy
0296B.jpg,Cold
0297B.jpg,Cloudy
0297B.jpg,None of the Above
0298B.jpg,None of the Above
0298B.jpg,None of the Above
0299B.jpg,Hot
0299B.jpg,None of the Above
0300B.jpg,None of the Above
0300B.jpg,None of the Above
0301B.jpg,Sunny
0301B.jpg,Cloudy
0302B.jpg,Sunny
0302B.jpg,Hot
0303B.jpg,Sunny
0303B.jpg,Rainy
0304B.jpg,Sunny
0304B.jpg,None of the Above
0305B.jpg,None of the Above
0305B.jpg,None of the Above
0306B.jpg,Hot
0306B.jpg,None of the Above
0307B.jpg,None of the Above
0307B.jpg,None of the Above
0308B.jpg,Sunny
0308B.jpg,None of the Above
0309B.jpg,Rainy
0309B.jpg,None of the Above
0310B.jpg,Hot
0310B.jpg,Sunny
0311B.jpg,None of the Above
0311B.jpg,Sunny
0312B.jpg,Stormy
0312B.jpg,Cloudy
0313B.jpg,None of the Above
0313B.jpg,Cloudy
0314B.jpg,None of the Above
0314B.jpg,Cloudy
0315B.jpg,Cloudy
0315B.jpg,Sunny
0316B.jpg,Cloudy
0316B.jpg,None of the Above
0317B.jpg,Sunny
0317B.jpg,Hot
0318B.jpg,Foggy
0318B.jpg,Sunny
0319B.jpg,Sunny
0319B.jpg,None of the Above
0320B.jpg,Stormy
0320B.jpg,None of the Above
0321B.jpg,None of the Above
0321B.jpg,Rainy
0322B.jpg,Sunny
0322B.jpg,Stormy
0323B.jpg,None of the Above
0323B.jpg,Rainy
0324B.jpg,Cloudy
0324B.jpg,None of the Above
0325B.jpg,Sunny
0325B.jpg,Hot
0326B.jpg,None of the Above
0326B.jpg,None of the Above
0327B.jpg,None of the Above
0327B.jpg,None of the Above
0328B.jpg,Rainy
0328B.jpg,Cloudy
0329B.jpg,Cloudy
0329B.jpg,Sunny
0330B.jpg,Sunny
0330B.jpg,Sunny
0331B.jpg,Sunny
0331B.jpg,Sunny
0332B.jpg,Sunny
0332B.jpg,Sunny
0333B.jpg,None of the Above
0333B.jpg,None of the Above
0334B.jpg,Sunny
0334B.jpg,Foggy
0335B.jpg,Sunny
0335B.jpg,Cloudy
0336B.jpg,Sunny
0336B.jpg,Hot
0337B.jpg,None of the Above
0337B.jpg,Rainy
0338B.jpg,Sunny
0338B.jpg,Sunny
0339B.jpg,None of the Above
0339B.jpg,None of the Above
0340B.jpg,Sunny
0340B.jpg,None of the Above
0341B.jpg,Snow
0341B.jpg,Snow
0342B.jpg,None of the Above
0342B.jpg,Sunny
0343B.jpg,None of the Above
0343B.jpg,Cloudy
0344B.jpg,None of the Above
0344B.jpg,Cold
0345B.jpg,None of the Above
0345B.jpg,Sunny
0346B.jpg,None of the Above
0346B.jpg,Cold
0347B.jpg,None of the Above
0347B.jpg,Sunny
0348B.jpg,None of the Above
0348B.jpg,None of the Above
0349B.jpg,Cloudy
0349B.jpg,Cloudy
0350B.jpg,Sunny
0350B.jpg,Cloudy
0351B.jpg,Sunny
0351B.jpg,Cloudy
0352B.jpg,Rainy
0352B.jpg,None of the Above
0353B.jpg,None of the Above
0353B.jpg,Sunny
0354B.jpg,None of the Above
0354B.jpg,None of the Above
0355B.jpg,None of the Above
0355B.jpg,None of the Above
0356B.jpg,Cloudy
0356B.jpg,Sunny
0357B.jpg,None of the Above
0357B.jpg,Sunny
0358B.jpg,None of the Above
0358B.jpg,None of the Above
0359B.jpg,None of the Above
0359B.jpg,None of the Above
0360B.jpg,Sunny
0360B.jpg,None of the Above
0361B.jpg,None of the Above
0361B.jpg,None of the Above
0362B.jpg,None of the Above
0362B.jpg,None of the Above
0363B.jpg,Cloudy
0363B.jpg,Sunny
0364B.jpg,Sunny
0364B.jpg,Sunny
0365B.jpg,Sunny
0365B.jpg,Sunny
0366B.jpg,Cloudy
0366B.jpg,Stormy
0367B.jpg,None of the Above
0367B.jpg,None of the Above
0368B.jpg,Sunny
0368B.jpg,Sunny
0369B.jpg,None of the Above
0369B.jpg,None of the Above
0370B.jpg,Cloudy
0370B.jpg,Cloudy
0371B.jpg,Windy
0371B.jpg,Sunny
0372B.jpg,None of the Above
0372B.jpg,Rainy
0373B.jpg,None of the Above
0373B.jpg,None of the Above
0374B.jpg,None of the Above
0374B.jpg,Sunny
0375B.jpg,Cloudy
0375B.jpg,None of the Above
0376B.jpg,Sunny
0376B.jpg,Sunny
0377B.jpg,Sunny
0377B.jpg,None of the Above
0378B.jpg,None of the Above
0378B.jpg,Hot
0379B.jpg,Sunny
0379B.jpg,None of the Above
0380B.jpg,None of the Above
0380B.jpg,Rainy
0381B.jpg,Sunny
0381B.jpg,Sunny
0382B.jpg,Sunny
0382B.jpg,None of the Above
0383B.jpg,Rainy
0383B.jpg,None of the Above
0384B.jpg,None of the Above
0384B.jpg,None of the Above
0385B.jpg,None of the Above
0385B.jpg,None of the Above
0386B.jpg,Sunny
0386B.jpg,Cloudy
0387B.jpg,Sunny
0387B.jpg,Sunny
0388B.jpg,None of the Above
0388B.jpg,None of the Above
0389B.jpg,None of the Above
0389B.jpg,None of the Above
0390B.jpg,None of the Above
0390B.jpg,Rainy
0391B.jpg,None of the Above
0391B.jpg,None of the Above
0392B.jpg,Stormy
0392B.jpg,None of the Above
0393B.jpg,None of the Above
0393B.jpg,Sunny
0394B.jpg,Sunny
0394B.jpg,Sunny
0395B.jpg,Cloudy
0395B.jpg,None of the Above
0396B.jpg,None of the Above
0396B.jpg,Hot
0397B.jpg,Foggy
0397B.jpg,Sunny
0398B.jpg,Cold
0398B.jpg,Sunny
0399B.jpg,Sunny
0399B.jpg,Sunny
0400B.jpg,None of the Above
0400B.jpg,Foggy
0401B.jpg,None of the Above
0401B.jpg,None of the Above
0402B.jpg,Hot
0402B.jpg,Hot
0403B.jpg,Sunny
0403B.jpg,None of the Above
0404B.jpg,Cloudy
0404B.jpg,Rainy
0405B.jpg,None of the Above
0405B.jpg,Rainy
0406B.jpg,Sunny
0406B.jpg,Sunny
0407B.jpg,None of the Above
0407B.jpg,None of the Above
0408B.jpg,None of the Above
0408B.jpg,Rainy
0409B.jpg,None of the Above
0409B.jpg,None of the Above
0410B.jpg,Cloudy
0410B.jpg,Stormy
0411B.jpg,Rainy
0411B.jpg,Sunny
0412B.jpg,None of the Above
0412B.jpg,None of the Above
0413B.jpg,None of the Above
0413B.jpg,Sunny
0414B.jpg,None of the Above
0414B.jpg,None of the Above
0415B.jpg,Sunny
0415B.jpg,None of the Above
0416B.jpg,None of the Above
0416B.jpg,None of the Above
0417B.jpg,None of the Above
0417B.jpg,Cold
0418B.jpg,Sunny
0418B.jpg,None of the Above
0419B.jpg,Rainy
0419B.jpg,Cloudy
0420B.jpg,None of the Above
0420B.jpg,Cloudy
0421B.jpg,Sunny
0421B.jpg,None of the Above
0422B.jpg,Stormy
0422B.jpg,None of the Above
0423B.jpg,Cloudy
0423B.jpg,None of the Above
0424B.jpg,None of the Above
0424B.jpg,None of the Above
0425B.jpg,None of the Above
0425B.jpg,Cloudy
0426B.jpg,Sunny
0426B.jpg,None of the Above
0427B.jpg,Rainy
0428B.jpg,Hot
0428B.jpg,None of the Above
0429B.jpg,None of the Above
0429B.jpg,None of the Above
0430B.jpg,None of the Above
0430B.jpg,None of the Above
0431B.jpg,None of the Above
0431B.jpg,None of the Above
0432B.jpg,Sunny
0432B.jpg,Sunny
0433B.jpg,Sunny
0433B.jpg,Windy
0434B.jpg,Rainy
0434B.jpg,Rainy
0435B.jpg,Cloudy
0435B.jpg,Cloudy
0436B.jpg,None of the Above
0436B.jpg,Sunny
0437B.jpg,None of the Above
0437B.jpg,Windy
0438B.jpg,None of the Above
0438B.jpg,None of the Above
0439B.jpg,Rainy
0439B.jpg,None of the Above
0440B.jpg,None of the Above
0440B.jpg,None of the Above
0441B.jpg,None of the Above
0441B.jpg,Cloudy
0442B.jpg,Cloudy
0442B.jpg,None of the Above
0443B.jpg,None of the Above
0443B.jpg,None of the Above
0444B.jpg,None of the Above
0444B.jpg,None of the Above
0445B.jpg,None of the Above
0445B.jpg,Hot
0446B.jpg,None of the Above
0446B.jpg,Foggy
0447B.jpg,Cloudy
0447B.jpg,Cold
0448B.jpg,Sunny
0448B.jpg,Sunny
0449B.jpg,Rainy
0449B.jpg,Cloudy
0450B.jpg,None of the Above
0450B.jpg,Cloudy
0451B.jpg,None of the Above
0451B.jpg,None of the Above
0452B.jpg,None of the Above
0452B.jpg,None of the Above
0453B.jpg,None of the Above
0453B.jpg,None of the Above
0454B.jpg,Rainy
0454B.jpg,None of the Above
0455B.jpg,Cloudy
0455B.jpg,Cloudy
0456B.jpg,Cloudy
0456B.jpg,Sunny
0457B.jpg,Sunny
0457B.jpg,Sunny
0458B.jpg,Sunny
0458B.jpg,None of the Above
0459B.jpg,Sunny
0459B.jpg,Sunny
0460B.jpg,Sunny
0460B.jpg,Sunny
0461B.jpg,None of the Above
0461B.jpg,None of the Above
0462B.jpg,None of the Above
0462B.jpg,None of the Above
0463B.jpg,None of the Above
0463B.jpg,None of the Above
0464B.jpg,Rainy
0464B.jpg,None of the Above
0465B.jpg,Cloudy
0465B.jpg,None of the Above
0466B.jpg,Cold
0466B.jpg,None of the Above
0467B.jpg,None of the Above
0467B.jpg,None of the Above
0468B.jpg,None of the Above
0468B.jpg,Cloudy
0469B.jpg,Sunny
0469B.jpg,None of the Above
0470B.jpg,Sunny
0470B.jpg,Sunny
0471B.jpg,None of the Above
0471B.jpg,Rainy
0472B.jpg,None of the Above
0472B.jpg,None of the Above
0473B.jpg,Stormy
0473B.jpg,Sunny
0474B.jpg,Sunny
0474B.jpg,Rainy
0475B.jpg,Cloudy
0475B.jpg,None of the Above
0476B.jpg,None of the Above
0476B.jpg,Sunny
0477B.jpg,None of the Above
0477B.jpg,Rainy
0478B.jpg,Stormy
0478B.jpg,None of the Above
0479B.jpg,Sunny
0479B.jpg,Sunny
0480B.jpg,None of the Above
0480B.jpg,Cloudy
0481B.jpg,Sunny
0481B.jpg,Sunny
0482B.jpg,Sunny
0482B.jpg,Sunny
0483B.jpg,None of the Above
0483B.jpg,None of the Above
0484B.jpg,Cloudy
0484B.jpg,Cloudy
0485B.jpg,Sunny
0485B.jpg,Sunny
0486B.jpg,Cloudy
0486B.jpg,Cloudy
0487B.jpg,None of the Above
0487B.jpg,Sunny
0488B.jpg,None of the Above
0488B.jpg,None of the Above
0489B.jpg,None of the Above
0489B.jpg,Sunny
0490B.jpg,Cloudy
0490B.jpg,None of the Above
0491B.jpg,Cloudy
0491B.jpg,None of the Above
0492B.jpg,None of the Above
0492B.jpg,None of the Above
0493B.jpg,Hot
0493B.jpg,None of the Above
0494B.jpg,Sunny
0494B.jpg,Sunny
0495B.jpg,Windy
0495B.jpg,Windy
0496B.jpg,None of the Above
0496B.jpg,Sunny
0497B.jpg,None of the Above
0497B.jpg,Sunny
0498B.jpg,None of the Above
0498B.jpg,Sunny
0499B.jpg,Sunny
0499B.jpg,Sunny
0500B.jpg,Sunny
0500B.jpg,Windy
0501B.jpg,Sunny
0501B.jpg,Sunny
0502B.jpg,Cold
0502B.jpg,Cloudy
0503B.jpg,Stormy
0503B.jpg,Foggy
0504B.jpg,None of the Above
0504B.jpg,None of the Above
0505B.jpg,Sunny
0505B.jpg,None of the Above
0506B.jpg,Windy
0506B.jpg,Rainy
0507B.jpg,Windy
0507B.jpg,Windy
0508B.jpg,Sunny
0508B.jpg,Sunny
0509B.jpg,None of the Above
0509B.jpg,None of the Above
0510B.jpg,None of the Above
0510B.jpg,Rainy
0511B.jpg,Foggy
0511B.jpg,None of the Above
0512B.jpg,None of the Above
0512B.jpg,None of the Above
0513B.jpg,Cold
0513B.jpg,Cloudy
0514B.jpg,None of the Above
0514B.jpg,Rainy
0515B.jpg,Sunny
0515B.jpg,None of the Above
0516B.jpg,Sunny
0516B.jpg,Sunny
0517B.jpg,Sunny
0517B.jpg,Sunny
0518B.jpg,None of the Above
0518B.jpg,None of the Above
0519B.jpg,None of the Above
0519B.jpg,None of the Above
0520B.jpg,None of the Above
0520B.jpg,Sunny
