Input.image_url,Answer.clothing.label
0254B.jpg,None of the Above
0255B.jpg,Shirt
0255B.jpg,Shirt
0256B.jpg,Shirt
0256B.jpg,Shirt
0257B.jpg,"Coat, Jacket and Blazer"
0257B.jpg,Sweater
0258B.jpg,Dress
0258B.jpg,Dressing Gown
0259B.jpg,Dress
0259B.jpg,Dress
0260B.jpg,Hat
0260B.jpg,Dress
0261B.jpg,Dress
0261B.jpg,Dress
0262B.jpg,Choir & Religious Robe
0262B.jpg,Choir & Religious Robe
0263B.jpg,Short
0263B.jpg,Short
0264B.jpg,None of the Above
0264B.jpg,Dressing Gown
0265B.jpg,"Coat, Jacket and Blazer"
0265B.jpg,"Coat, Jacket and Blazer"
0266B.jpg,Dress
0266B.jpg,Dress
0267B.jpg,Short
0267B.jpg,Short
0268B.jpg,Dressing Gown
0268B.jpg,Dressing Gown
0269B.jpg,Naked
0269B.jpg,Naked
0270B.jpg,Dress
0270B.jpg,Dress
0271B.jpg,None of the Above
0271B.jpg,None of the Above
0272B.jpg,Choir & Religious Robe
0272B.jpg,Dressing Gown
0273B.jpg,Naked
0273B.jpg,Naked
0274B.jpg,"Coat, Jacket and Blazer"
0274B.jpg,None of the Above
0275B.jpg,None of the Above
0275B.jpg,Dress
0276B.jpg,None of the Above
0276B.jpg,Dressing Gown
0277B.jpg,Dress
0277B.jpg,Dress
0278B.jpg,Blazer
0278B.jpg,"Coat, Jacket and Blazer"
0279B.jpg,Dress
0279B.jpg,Dress
0280B.jpg,None of the Above
0280B.jpg,None of the Above
0281B.jpg,None of the Above
0281B.jpg,None of the Above
0282B.jpg,Blazer
0282B.jpg,Blazer
0283B.jpg,Dress
0283B.jpg,"Coat, Jacket and Blazer"
0284B.jpg,"Coat, Jacket and Blazer"
0284B.jpg,Dress
0285B.jpg,Choir & Religious Robe
0285B.jpg,Dressing Gown
0286B.jpg,Blazer
0286B.jpg,Blazer
0287B.jpg,Dress
0287B.jpg,Dress
0288B.jpg,Dress
0288B.jpg,Dress
0289B.jpg,Dress
0289B.jpg,None of the Above
0290B.jpg,Hat
0290B.jpg,Hat
0291B.jpg,None of the Above
0291B.jpg,None of the Above
0292B.jpg,Naked
0292B.jpg,Naked
0293B.jpg,"Coat, Jacket and Blazer"
0293B.jpg,"Coat, Jacket and Blazer"
0294B.jpg,Choir & Religious Robe
0294B.jpg,Dress
0296B.jpg,Dress
0296B.jpg,Choir & Religious Robe
0297B.jpg,Dress
0297B.jpg,Dress
0298B.jpg,Dress
0298B.jpg,Hat
0299B.jpg,Dress
0299B.jpg,Dress
0300B.jpg,Dress
0300B.jpg,Dress
0301B.jpg,Dress
0301B.jpg,Dress
0302B.jpg,Dress
0302B.jpg,Dress
0303B.jpg,Dress
0303B.jpg,Dress
0304B.jpg,None of the Above
0304B.jpg,None of the Above
0305B.jpg,Dress
0305B.jpg,Dress
0306B.jpg,Shirt
0306B.jpg,Shirt
0307B.jpg,Dress
0307B.jpg,Dress
0308B.jpg,Shirt
0308B.jpg,Shirt
0309B.jpg,Dress
0309B.jpg,Dress
0310B.jpg,Dress
0310B.jpg,Dress
0311B.jpg,Shirt
0311B.jpg,Shirt
0312B.jpg,Dress
0312B.jpg,Dress
0313B.jpg,Choir & Religious Robe
0313B.jpg,Dress
0314B.jpg,"Coat, Jacket and Blazer"
0314B.jpg,"Coat, Jacket and Blazer"
0315B.jpg,Dress
0315B.jpg,Blazer
0316B.jpg,"Coat, Jacket and Blazer"
0316B.jpg,"Coat, Jacket and Blazer"
0317B.jpg,Dress
0317B.jpg,Dress
0318B.jpg,Dress
0318B.jpg,Dress
0319B.jpg,Choir & Religious Robe
0319B.jpg,Choir & Religious Robe
0320B.jpg,Dressing Gown
0320B.jpg,Dress
0321B.jpg,Dress
0321B.jpg,Dress
0322B.jpg,"Coat, Jacket and Blazer"
0322B.jpg,"Coat, Jacket and Blazer"
0323B.jpg,Hat
0323B.jpg,Hat
0324B.jpg,Dress
0324B.jpg,Dress
0325B.jpg,Dress
0325B.jpg,Dress
0326B.jpg,Choir & Religious Robe
0326B.jpg,Choir & Religious Robe
0327B.jpg,Dress
0327B.jpg,Dress
0328B.jpg,Dress
0328B.jpg,Dress
0329B.jpg,Dress
0329B.jpg,Dress
0330B.jpg,Dress
0330B.jpg,Dress
0331B.jpg,Naked
0331B.jpg,Naked
0332B.jpg,None of the Above
0332B.jpg,None of the Above
0333B.jpg,Dress
0333B.jpg,Dress
0334B.jpg,Dress
0334B.jpg,Dress
0335B.jpg,Hat
0335B.jpg,Hat
0336B.jpg,Naked
0336B.jpg,Naked
0337B.jpg,Hat
0337B.jpg,Hat
0338B.jpg,Dress
0338B.jpg,Dress
0339B.jpg,Dress
0339B.jpg,Dress
0340B.jpg,Dress
0340B.jpg,Dress
0341B.jpg,Glove
0341B.jpg,"Coat, Jacket and Blazer"
0342B.jpg,Dress
0342B.jpg,Dress
0343B.jpg,Choir & Religious Robe
0343B.jpg,"Coat, Jacket and Blazer"
0344B.jpg,Dress
0344B.jpg,"Coat, Jacket and Blazer"
0345B.jpg,Choir & Religious Robe
0345B.jpg,Dress
0346B.jpg,None of the Above
0346B.jpg,None of the Above
0347B.jpg,Dress
0347B.jpg,Dressing Gown
0348B.jpg,Dress
0348B.jpg,Dress
0349B.jpg,Dress
0349B.jpg,Dress
0350B.jpg,Dress
0350B.jpg,Dress
0351B.jpg,Blazer
0351B.jpg,Blazer
0352B.jpg,Dress
0352B.jpg,Dress
0353B.jpg,Dress
0353B.jpg,Dress
0354B.jpg,Dress
0354B.jpg,Shirt
0355B.jpg,Dress
0355B.jpg,Dress
0356B.jpg,Dress
0356B.jpg,Dress
0357B.jpg,Jean
0357B.jpg,Shirt
0358B.jpg,Hat
0358B.jpg,Choir & Religious Robe
0359B.jpg,Dress
0359B.jpg,Dress
0360B.jpg,Dressing Gown
0360B.jpg,Dress
0361B.jpg,Choir & Religious Robe
0361B.jpg,Choir & Religious Robe
0362B.jpg,Dress
0362B.jpg,Dress
0363B.jpg,Dress
0363B.jpg,Choir & Religious Robe
0364B.jpg,Choir & Religious Robe
0364B.jpg,Choir & Religious Robe
0365B.jpg,Dress
0365B.jpg,Dress
0366B.jpg,Choir & Religious Robe
0366B.jpg,Choir & Religious Robe
0367B.jpg,Choir & Religious Robe
0367B.jpg,Choir & Religious Robe
0368B.jpg,Choir & Religious Robe
0368B.jpg,Dress
0369B.jpg,Choir & Religious Robe
0369B.jpg,Choir & Religious Robe
0370B.jpg,Dress
0370B.jpg,Dressing Gown
0371B.jpg,Dress
0371B.jpg,Dressing Gown
0372B.jpg,Choir & Religious Robe
0372B.jpg,Choir & Religious Robe
0373B.jpg,Choir & Religious Robe
0373B.jpg,Blazer
0374B.jpg,Choir & Religious Robe
0374B.jpg,Choir & Religious Robe
0375B.jpg,Dress
0375B.jpg,Dress
0376B.jpg,Dress
0376B.jpg,Dress
0377B.jpg,Dressing Gown
0377B.jpg,"Coat, Jacket and Blazer"
0378B.jpg,Dress
0378B.jpg,Dress
0379B.jpg,Dress
0379B.jpg,Dress
0380B.jpg,None of the Above
0380B.jpg,Dress
0381B.jpg,Naked
0381B.jpg,Jean
0382B.jpg,Choir & Religious Robe
0382B.jpg,Dress
0383B.jpg,Blazer
0383B.jpg,Blazer
0384B.jpg,Dress
0384B.jpg,Dress
0385B.jpg,None of the Above
0385B.jpg,Naked
0386B.jpg,Dress
0386B.jpg,Dress
0387B.jpg,Short
0387B.jpg,Legging
0388B.jpg,Dress
0388B.jpg,Dress
0389B.jpg,Hat
0389B.jpg,Hat
0390B.jpg,Shirt
0390B.jpg,Choir & Religious Robe
0391B.jpg,None of the Above
0391B.jpg,Naked
0392B.jpg,Choir & Religious Robe
0392B.jpg,Dress
0393B.jpg,Dress
0393B.jpg,Dress
0394B.jpg,Dress
0394B.jpg,Hat
0395B.jpg,"Coat, Jacket and Blazer"
0395B.jpg,"Coat, Jacket and Blazer"
0396B.jpg,Dress
0396B.jpg,Shirt
0397B.jpg,Dress
0397B.jpg,Choir & Religious Robe
0398B.jpg,"Coat, Jacket and Blazer"
0398B.jpg,Hat
0399B.jpg,Hat
0399B.jpg,Dress
0400B.jpg,None of the Above
0400B.jpg,None of the Above
0401B.jpg,Dress
0401B.jpg,Dress
0402B.jpg,Dress
0402B.jpg,Dress
0403B.jpg,Dress
0403B.jpg,Dress
0404B.jpg,None of the Above
0404B.jpg,Naked
0405B.jpg,Choir & Religious Robe
0405B.jpg,Choir & Religious Robe
0406B.jpg,Naked
0406B.jpg,Naked
0407B.jpg,Dress
0407B.jpg,Dressing Gown
0408B.jpg,"Coat, Jacket and Blazer"
0408B.jpg,"Coat, Jacket and Blazer"
0409B.jpg,Dress
0409B.jpg,Dress
0410B.jpg,Dress
0410B.jpg,Dress
0411B.jpg,Dress
0411B.jpg,Dress
0412B.jpg,Dress
0412B.jpg,Dress
0413B.jpg,Choir & Religious Robe
0413B.jpg,Dressing Gown
0414B.jpg,Dress
0414B.jpg,Dress
0415B.jpg,"Coat, Jacket and Blazer"
0415B.jpg,Dress
0416B.jpg,Jean
0416B.jpg,"Coat, Jacket and Blazer"
0417B.jpg,Dress
0417B.jpg,Hat
0418B.jpg,Dress
0418B.jpg,Dress
0419B.jpg,Dress
0419B.jpg,Dress
0420B.jpg,None of the Above
0420B.jpg,Shirt
0421B.jpg,Blazer
0421B.jpg,Blazer
0422B.jpg,"Coat, Jacket and Blazer"
0422B.jpg,"Coat, Jacket and Blazer"
0423B.jpg,None of the Above
0423B.jpg,None of the Above
0424B.jpg,Dress
0424B.jpg,Dress
0425B.jpg,Hat
0425B.jpg,Hat
0426B.jpg,Dress
0426B.jpg,Dress
0427B.jpg,Dress
0427B.jpg,Dress
0428B.jpg,Dress
0428B.jpg,Dress
0429B.jpg,Dress
0429B.jpg,Dress
0430B.jpg,Dress
0430B.jpg,Dress
0431B.jpg,Legging
0431B.jpg,Dress
0432B.jpg,Choir & Religious Robe
0432B.jpg,Choir & Religious Robe
0433B.jpg,Dress
0433B.jpg,Dress
0434B.jpg,Dressing Gown
0434B.jpg,Dress
0435B.jpg,Choir & Religious Robe
0435B.jpg,Choir & Religious Robe
0436B.jpg,Dress
0436B.jpg,Dress
0437B.jpg,Dress
0437B.jpg,Dress
0438B.jpg,"Coat, Jacket and Blazer"
0438B.jpg,"Coat, Jacket and Blazer"
0439B.jpg,Dress
0439B.jpg,Dress
0440B.jpg,Choir & Religious Robe
0440B.jpg,Choir & Religious Robe
0441B.jpg,Dress
0441B.jpg,Dress
0442B.jpg,Dressing Gown
0442B.jpg,Dressing Gown
0443B.jpg,Choir & Religious Robe
0443B.jpg,Choir & Religious Robe
0444B.jpg,Blazer
0444B.jpg,"Coat, Jacket and Blazer"
0445B.jpg,Choir & Religious Robe
0445B.jpg,Choir & Religious Robe
0446B.jpg,Pant
0446B.jpg,Hat
0447B.jpg,Dress
0447B.jpg,Dress
0448B.jpg,Dress
0448B.jpg,Dress
0449B.jpg,Hat
0449B.jpg,Hat
0450B.jpg,Choir & Religious Robe
0450B.jpg,Choir & Religious Robe
0451B.jpg,Dress
0451B.jpg,Dress
0452B.jpg,Hat
0452B.jpg,Dress
0453B.jpg,Choir & Religious Robe
0453B.jpg,"Coat, Jacket and Blazer"
0454B.jpg,Short
0454B.jpg,Naked
0455B.jpg,Dress
0455B.jpg,Naked
0456B.jpg,Dressing Gown
0456B.jpg,Dress
0457B.jpg,Dress
0457B.jpg,Dress
0458B.jpg,Dressing Gown
0458B.jpg,Dressing Gown
0459B.jpg,Dress
0459B.jpg,Dress
0460B.jpg,Dress
0460B.jpg,Dressing Gown
0461B.jpg,Shirt
0461B.jpg,"Coat, Jacket and Blazer"
0462B.jpg,Dressing Gown
0462B.jpg,Dress
0463B.jpg,Dress
0463B.jpg,Hat
0464B.jpg,Choir & Religious Robe
0464B.jpg,"Coat, Jacket and Blazer"
0465B.jpg,Choir & Religious Robe
0465B.jpg,Choir & Religious Robe
0466B.jpg,"Coat, Jacket and Blazer"
0466B.jpg,"Coat, Jacket and Blazer"
0467B.jpg,Blazer
0467B.jpg,"Coat, Jacket and Blazer"
0468B.jpg,Dress
0468B.jpg,Dress
0469B.jpg,Dress
0469B.jpg,Dress
0470B.jpg,Naked
0470B.jpg,Naked
0471B.jpg,Dress
0471B.jpg,Dress
0472B.jpg,Hat
0472B.jpg,Hat
0473B.jpg,Dressing Gown
0473B.jpg,Dress
0474B.jpg,Short
0474B.jpg,Short
0475B.jpg,Shirt
0475B.jpg,Sweater
0476B.jpg,Dress
0476B.jpg,Dress
0477B.jpg,Dress
0477B.jpg,Dress
0478B.jpg,Dress
0478B.jpg,Dress
0479B.jpg,Naked
0479B.jpg,Naked
0480B.jpg,Choir & Religious Robe
0480B.jpg,Choir & Religious Robe
0481B.jpg,Hat
0481B.jpg,Hat
0482B.jpg,Dress
0482B.jpg,Dress
0483B.jpg,None of the Above
0483B.jpg,None of the Above
0484B.jpg,Choir & Religious Robe
0484B.jpg,Choir & Religious Robe
0485B.jpg,Dressing Gown
0485B.jpg,Shirt
0486B.jpg,Hat
0486B.jpg,Dress
0487B.jpg,Choir & Religious Robe
0487B.jpg,Choir & Religious Robe
0488B.jpg,"Coat, Jacket and Blazer"
0488B.jpg,Dress
