Input.image_url,Answer.pose.label
0207B.jpg,None of the Above
0207B.jpg,Sitting
0208B.jpg,Standing
0208B.jpg,Sitting
0209B.jpg,Standing
0209B.jpg,Standing
0210B.jpg,Standing
0210B.jpg,Standing
0211B.jpg,Sitting
0211B.jpg,Sitting
0212B.jpg,Sitting
0212B.jpg,Sitting
0213B.jpg,Sitting
0213B.jpg,Standing
0214B.jpg,Sitting
0214B.jpg,Sitting
0215B.jpg,Standing
0215B.jpg,Sitting
0216B.jpg,Lying
0216B.jpg,Lying
0217B.jpg,Sitting
0217B.jpg,Sitting
0218B.jpg,Standing
0218B.jpg,Sitting
0219B.jpg,Sleeping
0219B.jpg,Sitting
0220B.jpg,Sitting
0220B.jpg,Sitting
0221B.jpg,Lying
0221B.jpg,Lying
0222B.jpg,Standing
0222B.jpg,Standing
0223B.jpg,Lying
0223B.jpg,Lying
0224B.jpg,Standing
0224B.jpg,None of the Above
0225B.jpg,Sitting
0225B.jpg,Sitting
0226B.jpg,Sitting
0226B.jpg,Sitting
0227B.jpg,Sitting
0227B.jpg,Standing
0228B.jpg,Standing
0228B.jpg,Sitting
0229B.jpg,Bowing
0229B.jpg,Squatting or crouching
0230B.jpg,Sitting
0230B.jpg,Sitting
0231B.jpg,Lying
0231B.jpg,Standing
0232B.jpg,None of the Above
0232B.jpg,Sitting
0233B.jpg,Kneeling
0233B.jpg,Bowing
0234B.jpg,Standing
0234B.jpg,Standing
0235B.jpg,Standing
0235B.jpg,Standing
0236B.jpg,Sitting
0236B.jpg,Sitting
0237B.jpg,Sleeping
0237B.jpg,Lying
0238B.jpg,Sitting
0238B.jpg,Sitting
0239B.jpg,Lying
0239B.jpg,Sitting
0240B.jpg,Sitting
0240B.jpg,Sitting
0241B.jpg,None of the Above
0241B.jpg,Sitting
0242B.jpg,Sitting
0242B.jpg,Sitting
0243B.jpg,Sitting
0243B.jpg,Sitting
0244B.jpg,Lying
0244B.jpg,Lying
0245B.jpg,Sitting
0245B.jpg,Sitting
0246B.jpg,Standing
0246B.jpg,Standing
0247B.jpg,Sitting
0247B.jpg,None of the Above
0248B.jpg,Sitting
0248B.jpg,Sitting
0249B.jpg,Sitting
0249B.jpg,Sitting
0250B.jpg,Sitting
0250B.jpg,None of the Above
0251B.jpg,Sitting
0251B.jpg,Sitting
0252B.jpg,Lying
0252B.jpg,Lying
0253B.jpg,Standing
0253B.jpg,Sitting
0254B.jpg,None of the Above
0254B.jpg,Sitting
0255B.jpg,Sitting
0255B.jpg,Sitting
0256B.jpg,Sitting
0256B.jpg,Sitting
0257B.jpg,Standing
0257B.jpg,Standing
0258B.jpg,Sitting
0258B.jpg,Sitting
0259B.jpg,Sitting
0259B.jpg,Sitting
0260B.jpg,Sitting
0260B.jpg,Sitting
0261B.jpg,Sitting
0261B.jpg,Sitting
0262B.jpg,Standing
0262B.jpg,Sitting
0263B.jpg,Standing
0263B.jpg,Standing
0264B.jpg,Bowing
0264B.jpg,Sitting
0265B.jpg,Standing
0265B.jpg,Standing
0266B.jpg,Standing
0266B.jpg,Standing
0267B.jpg,Standing
0267B.jpg,Standing
0268B.jpg,Lying
0268B.jpg,Lying
0269B.jpg,Sitting
0269B.jpg,Sitting
0270B.jpg,Sitting
0270B.jpg,Sitting
0271B.jpg,Squatting or crouching
0271B.jpg,Sitting
0272B.jpg,None of the Above
0272B.jpg,None of the Above
0273B.jpg,Standing
0273B.jpg,Standing
0274B.jpg,Sitting
0274B.jpg,Standing
0275B.jpg,Sitting
0275B.jpg,Sitting
0276B.jpg,Sitting
0276B.jpg,Sitting
0277B.jpg,None of the Above
0277B.jpg,Sitting
0278B.jpg,Lying
0278B.jpg,Lying
0279B.jpg,Sitting
0279B.jpg,Sitting
0280B.jpg,Sitting
0280B.jpg,Sitting
0281B.jpg,Standing
0281B.jpg,Sitting
0282B.jpg,Sitting
0282B.jpg,Sitting
0283B.jpg,Bowing
0283B.jpg,Bowing
0284B.jpg,Standing
0284B.jpg,Standing
0285B.jpg,Sitting
0285B.jpg,Sitting
0286B.jpg,Sitting
0286B.jpg,Sitting
0287B.jpg,Sitting
0287B.jpg,Sitting
0288B.jpg,Sitting
0288B.jpg,Standing
0289B.jpg,Sitting
0289B.jpg,Standing
0290B.jpg,None of the Above
0290B.jpg,Standing
0291B.jpg,None of the Above
0291B.jpg,Sitting
0292B.jpg,Standing
0292B.jpg,Standing
0293B.jpg,Sitting
0293B.jpg,Sitting
0294B.jpg,Standing
0294B.jpg,Standing
0296B.jpg,Sitting
0296B.jpg,Sitting
0297B.jpg,Sitting
0297B.jpg,Standing
0298B.jpg,None of the Above
0298B.jpg,Sitting
0299B.jpg,Sitting
0299B.jpg,Sitting
0300B.jpg,Standing
0300B.jpg,Standing
0301B.jpg,Sitting
0301B.jpg,Sitting
0302B.jpg,Standing
0302B.jpg,Sitting
0303B.jpg,Sitting
0303B.jpg,Sitting
0304B.jpg,Standing
0304B.jpg,Standing
0305B.jpg,Standing
0305B.jpg,Standing
0306B.jpg,Sitting
0306B.jpg,Standing
0307B.jpg,Sitting
0307B.jpg,Standing
0308B.jpg,Sitting
0308B.jpg,Standing
0309B.jpg,Sitting
0309B.jpg,None of the Above
0310B.jpg,Sitting
0310B.jpg,Sitting
0311B.jpg,Sitting
0311B.jpg,Standing
0312B.jpg,Standing
0312B.jpg,Standing
0313B.jpg,Standing
0313B.jpg,Sitting
0314B.jpg,Sitting
0314B.jpg,Standing
0315B.jpg,Standing
0315B.jpg,Sitting
0316B.jpg,Sitting
0316B.jpg,Sitting
0317B.jpg,Standing
0317B.jpg,Standing
0318B.jpg,Sitting
0318B.jpg,Sitting
0319B.jpg,Sitting
0319B.jpg,Sitting
0320B.jpg,Standing
0320B.jpg,Standing
0321B.jpg,Sitting
0321B.jpg,Sitting
0322B.jpg,Sitting
0322B.jpg,Standing
0323B.jpg,Sitting
0323B.jpg,Standing
0324B.jpg,Lying
0324B.jpg,Standing
0325B.jpg,Sitting
0325B.jpg,Sitting
0326B.jpg,Standing
0326B.jpg,None of the Above
0327B.jpg,None of the Above
0327B.jpg,None of the Above
0328B.jpg,Standing
0328B.jpg,Standing
0329B.jpg,Sitting
0329B.jpg,Sitting
0330B.jpg,Standing
0330B.jpg,Standing
0331B.jpg,Sitting
0331B.jpg,None of the Above
0332B.jpg,None of the Above
0332B.jpg,Standing
0333B.jpg,Sitting
0333B.jpg,Sitting
0334B.jpg,Standing
0334B.jpg,Standing
0335B.jpg,None of the Above
0335B.jpg,None of the Above
0336B.jpg,Standing
0336B.jpg,Lying
0337B.jpg,Standing
0337B.jpg,Sitting
0338B.jpg,Sitting
0338B.jpg,Sitting
0339B.jpg,Lying
0339B.jpg,Lying
0340B.jpg,Standing
0340B.jpg,Standing
0341B.jpg,Standing
0341B.jpg,Standing
0342B.jpg,Sitting
0342B.jpg,Standing
0343B.jpg,Sitting
0343B.jpg,Sitting
0344B.jpg,Sitting
0344B.jpg,Sitting
0345B.jpg,Squatting or crouching
0345B.jpg,Sitting
0346B.jpg,Sitting
0346B.jpg,Sitting
0347B.jpg,None of the Above
0347B.jpg,Sitting
0348B.jpg,None of the Above
0348B.jpg,Sitting
0349B.jpg,Sitting
0349B.jpg,Standing
0350B.jpg,Sitting
0350B.jpg,Sitting
0351B.jpg,Squatting or crouching
0351B.jpg,Sitting
0352B.jpg,Sitting
0352B.jpg,Sitting
0353B.jpg,Sitting
0353B.jpg,Sitting
0354B.jpg,Lying
0354B.jpg,Sleeping
0355B.jpg,Lying
0355B.jpg,Lying
0356B.jpg,Standing
0356B.jpg,Standing
0357B.jpg,Sitting
0357B.jpg,Sitting
0358B.jpg,Standing
0358B.jpg,Standing
0359B.jpg,Standing
0359B.jpg,Sitting
0360B.jpg,Standing
0360B.jpg,Standing
0361B.jpg,None of the Above
0361B.jpg,None of the Above
0362B.jpg,None of the Above
0362B.jpg,Sitting
0363B.jpg,Sitting
0363B.jpg,Sitting
0364B.jpg,Standing
0364B.jpg,Standing
0365B.jpg,Sitting
0365B.jpg,Sitting
0366B.jpg,Standing
0366B.jpg,Sitting
0367B.jpg,Standing
0367B.jpg,None of the Above
0368B.jpg,Sitting
0368B.jpg,Sitting
0369B.jpg,Sitting
0369B.jpg,Standing
0370B.jpg,Sitting
0370B.jpg,Sitting
0371B.jpg,Standing
0371B.jpg,None of the Above
0372B.jpg,Sitting
0372B.jpg,Sitting
0373B.jpg,Sitting
0373B.jpg,Sitting
0374B.jpg,None of the Above
0374B.jpg,Standing
0375B.jpg,Sitting
0375B.jpg,Standing
0376B.jpg,Sitting
0376B.jpg,Sitting
0377B.jpg,Sitting
0377B.jpg,Sitting
0378B.jpg,Standing
0378B.jpg,Standing
0379B.jpg,Sitting
0379B.jpg,Sitting
0380B.jpg,None of the Above
0380B.jpg,Sitting
0381B.jpg,Kneeling
0381B.jpg,Kneeling
0382B.jpg,Sitting
0382B.jpg,Standing
0383B.jpg,Sitting
0383B.jpg,Sitting
0384B.jpg,Sitting
0384B.jpg,Sitting
0385B.jpg,Lying
0385B.jpg,Lying
0386B.jpg,Standing
0386B.jpg,Standing
0387B.jpg,Sitting
0387B.jpg,None of the Above
0388B.jpg,Standing
0388B.jpg,Standing
0389B.jpg,Standing
0389B.jpg,None of the Above
0390B.jpg,None of the Above
0390B.jpg,None of the Above
0391B.jpg,Lying
0391B.jpg,Lying
0392B.jpg,None of the Above
0392B.jpg,Standing
0393B.jpg,None of the Above
0393B.jpg,Standing
0394B.jpg,Standing
0394B.jpg,Standing
0395B.jpg,Standing
0395B.jpg,Sitting
0396B.jpg,Sitting
0396B.jpg,Sitting
0397B.jpg,Sitting
0397B.jpg,Sitting
0398B.jpg,Standing
0398B.jpg,Standing
0399B.jpg,Standing
0399B.jpg,Sitting
0400B.jpg,Sitting
0400B.jpg,Sitting
0401B.jpg,Sitting
0401B.jpg,Sitting
0402B.jpg,Sleeping
0402B.jpg,Lying
0403B.jpg,Standing
0403B.jpg,Standing
0404B.jpg,Sitting
0404B.jpg,Sleeping
0405B.jpg,Sitting
0405B.jpg,Standing
0406B.jpg,Sitting
0406B.jpg,None of the Above
0407B.jpg,Sitting
0407B.jpg,Sitting
0408B.jpg,Standing
0408B.jpg,Standing
0409B.jpg,Sitting
0409B.jpg,Sitting
0410B.jpg,Standing
0410B.jpg,Standing
0411B.jpg,Sitting
0411B.jpg,Sitting
0412B.jpg,Sitting
0412B.jpg,Sitting
0413B.jpg,Standing
0413B.jpg,Standing
0414B.jpg,Standing
0414B.jpg,Standing
0415B.jpg,Sitting
0415B.jpg,None of the Above
0416B.jpg,Kneeling
0416B.jpg,Kneeling
0417B.jpg,Standing
0417B.jpg,Standing
0418B.jpg,Sitting
0418B.jpg,Sitting
0419B.jpg,Lying
0419B.jpg,Standing
0420B.jpg,Sitting
0420B.jpg,Sitting
0421B.jpg,Sitting
0421B.jpg,Sitting
0422B.jpg,Sitting
0422B.jpg,Standing
0423B.jpg,None of the Above
0423B.jpg,Sitting
0424B.jpg,Standing
0424B.jpg,Standing
0425B.jpg,Sitting
0425B.jpg,Sitting
0426B.jpg,Sitting
0426B.jpg,Sitting
0427B.jpg,Standing
0427B.jpg,Standing
0428B.jpg,Lying
0428B.jpg,Lying
0429B.jpg,Sitting
0429B.jpg,Sitting
0430B.jpg,Standing
0430B.jpg,Standing
0431B.jpg,Standing
0431B.jpg,Standing
0432B.jpg,Sitting
0432B.jpg,Standing
0433B.jpg,Standing
0433B.jpg,Standing
0434B.jpg,Standing
0434B.jpg,Standing
0435B.jpg,Sitting
0435B.jpg,Standing
0436B.jpg,Standing
0436B.jpg,Standing
0437B.jpg,None of the Above
0437B.jpg,Riding
0438B.jpg,Sitting
0438B.jpg,Sitting
0439B.jpg,Sitting
0439B.jpg,Lying
0440B.jpg,None of the Above
0440B.jpg,Standing
0441B.jpg,Standing
0441B.jpg,Standing
0442B.jpg,Standing
0442B.jpg,Standing
0443B.jpg,Standing
0443B.jpg,None of the Above
0444B.jpg,Sitting
0444B.jpg,Standing
0445B.jpg,Sitting
0445B.jpg,Sitting
0446B.jpg,Lying
0446B.jpg,Lying
0447B.jpg,None of the Above
0447B.jpg,Squatting or crouching
0448B.jpg,Lying
0448B.jpg,Sitting
0449B.jpg,Sitting
0449B.jpg,Sitting
0450B.jpg,Standing
0450B.jpg,Sitting
0451B.jpg,Sitting
0451B.jpg,Sitting
0452B.jpg,Sitting
0452B.jpg,Standing
0453B.jpg,None of the Above
0453B.jpg,None of the Above
0454B.jpg,Sitting
0454B.jpg,Sleeping
0455B.jpg,Standing
0455B.jpg,None of the Above
0456B.jpg,Standing
0456B.jpg,Standing
0457B.jpg,Sitting
0457B.jpg,Squatting or crouching
0458B.jpg,Sitting
0458B.jpg,Sitting
0459B.jpg,Sitting
0459B.jpg,Sitting
0460B.jpg,Sitting
0460B.jpg,Sitting
0461B.jpg,None of the Above
0461B.jpg,Sitting
0462B.jpg,Lying
0462B.jpg,Sitting
0463B.jpg,None of the Above
0463B.jpg,Sitting
0464B.jpg,Standing
0464B.jpg,Standing
0465B.jpg,Sitting
0465B.jpg,Sitting
0466B.jpg,Standing
0466B.jpg,Standing
0467B.jpg,Sitting
0467B.jpg,Sitting
0468B.jpg,Standing
0468B.jpg,Sitting
0469B.jpg,Sitting
0469B.jpg,Standing
0470B.jpg,Lying
0470B.jpg,Sitting
0471B.jpg,Sitting
0471B.jpg,Sitting
0472B.jpg,Sitting
0472B.jpg,Sitting
0473B.jpg,Standing
0473B.jpg,Standing
0474B.jpg,Sitting
0474B.jpg,None of the Above
0475B.jpg,Sitting
0475B.jpg,Sitting
0476B.jpg,Standing
0476B.jpg,Sitting
0477B.jpg,Sitting
0477B.jpg,Standing
0478B.jpg,Sitting
0478B.jpg,Sitting
0479B.jpg,Sitting
0479B.jpg,Sitting
0480B.jpg,Standing
0480B.jpg,Sitting
0481B.jpg,Standing
0481B.jpg,Sitting
0482B.jpg,Lying
0482B.jpg,Sitting
0483B.jpg,Sleeping
0483B.jpg,Sleeping
0484B.jpg,Sitting
0484B.jpg,Sitting
0485B.jpg,Standing
0485B.jpg,Standing
0486B.jpg,Standing
0486B.jpg,Standing
0487B.jpg,Sitting
0487B.jpg,Sitting
0488B.jpg,Standing
0488B.jpg,Sitting
0489B.jpg,Standing
0489B.jpg,Standing
0490B.jpg,Sitting
0490B.jpg,Sitting
0491B.jpg,Sitting
0491B.jpg,Sitting
0492B.jpg,Sitting
0492B.jpg,Sitting
0493B.jpg,Sitting
0493B.jpg,Sitting
0494B.jpg,Sitting
0494B.jpg,Sitting
0495B.jpg,Standing
0495B.jpg,Standing
0496B.jpg,None of the Above
0496B.jpg,Sitting
0497B.jpg,Sitting
0497B.jpg,Sitting
0498B.jpg,Standing
0498B.jpg,Standing
0499B.jpg,Sitting
0499B.jpg,Sitting
0500B.jpg,Standing
0500B.jpg,Standing
0501B.jpg,Kneeling
0501B.jpg,Sitting
0502B.jpg,Sitting
0502B.jpg,Sitting
0503B.jpg,Sitting
0503B.jpg,Sitting
0504B.jpg,None of the Above
0504B.jpg,None of the Above
0505B.jpg,Sitting
0505B.jpg,Sitting
0506B.jpg,Standing
0506B.jpg,Standing
0507B.jpg,Standing
0507B.jpg,Standing
0508B.jpg,Sitting
0508B.jpg,Riding
0509B.jpg,Sitting
0509B.jpg,Sitting
0510B.jpg,Standing
0510B.jpg,Sitting
0511B.jpg,Standing
0511B.jpg,Standing
0512B.jpg,Sitting
0512B.jpg,None of the Above
0513B.jpg,Sitting
0513B.jpg,Sitting
0514B.jpg,None of the Above
0514B.jpg,None of the Above
0515B.jpg,Lying
0515B.jpg,Lying
0516B.jpg,Sitting
0516B.jpg,Sitting
0517B.jpg,Sitting
0517B.jpg,Sitting
0518B.jpg,Kneeling
0518B.jpg,Sitting
0519B.jpg,Lying
0519B.jpg,Standing
0520B.jpg,Standing
0520B.jpg,Standing
0521B.jpg,Standing
0521B.jpg,Standing
0522B.jpg,Sitting
0522B.jpg,Sitting
0523B.jpg,Sitting
0523B.jpg,None of the Above
0524B.jpg,Sitting
0524B.jpg,Sitting
0525B.jpg,Sitting
0525B.jpg,Sitting
0526B.jpg,Kneeling
0526B.jpg,Sitting
0527B.jpg,Standing
0527B.jpg,Standing
0528B.jpg,Sitting
0528B.jpg,Standing
0529B.jpg,Sleeping
0529B.jpg,Sleeping
0530B.jpg,Sitting
0530B.jpg,Sitting
0531B.jpg,Sitting
0531B.jpg,Sitting
0532B.jpg,Sitting
0532B.jpg,Standing
0533B.jpg,Sitting
0533B.jpg,Sitting
0534B.jpg,Standing
0534B.jpg,Standing
0535B.jpg,Standing
0535B.jpg,Standing
0536B.jpg,Sitting
0536B.jpg,Standing
0537B.jpg,Standing
0537B.jpg,Standing
0538B.jpg,Standing
0538B.jpg,Sitting
0539B.jpg,Sitting
0539B.jpg,Sitting
0540B.jpg,Sitting
0540B.jpg,Lying
0541B.jpg,Sitting
0541B.jpg,Sitting
0542B.jpg,Standing
0542B.jpg,Standing
0543B.jpg,Sitting
0543B.jpg,Sitting
0544B.jpg,Standing
0544B.jpg,Sitting
0545B.jpg,Sitting
0545B.jpg,Sitting
0546B.jpg,Sitting
0546B.jpg,Sitting
0547B.jpg,Sitting
0547B.jpg,Sitting
0548B.jpg,Standing
